,customer_id,gender,age,payment_method
20206,C159330,Male,38.0,Cash
20207,C230121,Female,59.0,Cash
20208,C233508,Male,41.0,Cash
20209,C283284,Male,41.0,Credit Card
20210,C805777,Female,67.0,Debit Card
20211,C255151,Female,34.0,Credit Card
20212,C265061,Female,44.0,Cash
20213,C132541,Male,38.0,Credit Card
20214,C105019,Female,28.0,Credit Card
20215,C277869,Female,34.0,Cash
20216,C637127,Male,63.0,Cash
20217,C136119,Male,49.0,Cash
20218,C328994,Female,43.0,Debit Card
20219,C106455,Female,68.0,Cash
20220,C218876,Male,66.0,Cash
20221,C146251,Male,69.0,Cash
20222,C285400,Female,69.0,Cash
20223,C310740,Female,43.0,Debit Card
20224,C638670,Female,45.0,Credit Card
20225,C257173,Female,23.0,Cash
20226,C197704,Female,26.0,Cash
20227,C895461,Male,44.0,Credit Card
20228,C240977,Male,24.0,Cash
20229,C292060,Female,33.0,Cash
20230,C302879,Female,58.0,Credit Card
20231,C991420,Female,42.0,Cash
20232,C180345,Male,25.0,Credit Card
20233,C586065,Female,50.0,Debit Card
20234,C314410,Female,22.0,Debit Card
20235,C300446,Female,24.0,Debit Card
20236,C128297,Male,22.0,Debit Card
20237,C205293,Male,20.0,Credit Card
20238,C273176,Male,19.0,Cash
20239,C815980,Female,43.0,Credit Card
20240,C305101,Female,53.0,Credit Card
20241,C834606,Female,46.0,Credit Card
20242,C200508,Male,33.0,Debit Card
20243,C229049,Female,67.0,Cash
20244,C337716,Female,21.0,Cash
20245,C141771,Female,25.0,Credit Card
20246,C328940,Male,37.0,Cash
20247,C543504,Male,42.0,Cash
20248,C306531,Female,41.0,Credit Card
20249,C279211,Female,36.0,Debit Card
20250,C275638,Female,19.0,Credit Card
20251,C666970,Male,63.0,Cash
20252,C297937,Male,25.0,Credit Card
20253,C300937,Female,68.0,Cash
20254,C113948,Female,51.0,Debit Card
20255,C281712,Male,24.0,Credit Card
20256,C521190,Male,63.0,Credit Card
20257,C715222,Female,63.0,Cash
20258,C299874,Female,19.0,Debit Card
20259,C376332,Male,20.0,Debit Card
20260,C155847,Male,27.0,Cash
20261,C722021,Female,20.0,Credit Card
20262,C211023,Male,20.0,Credit Card
20263,C275561,Male,32.0,Credit Card
20264,C172500,Female,64.0,Cash
20265,C625764,Female,64.0,Debit Card
20266,C216325,Female,52.0,Credit Card
20267,C205745,Female,34.0,Credit Card
20268,C333082,Male,37.0,Cash
20269,C204496,Male,38.0,Cash
20270,C393684,Male,28.0,Debit Card
20271,C196187,Female,22.0,Credit Card
20272,C449922,Male,41.0,Cash
20273,C738482,Male,43.0,Cash
20274,C244197,Male,49.0,Credit Card
20275,C164164,Female,38.0,Credit Card
20276,C261815,Male,51.0,Credit Card
20277,C292473,Male,63.0,Credit Card
20278,C115299,Female,47.0,Cash
20279,C488963,Male,33.0,Cash
20280,C915317,Female,69.0,Cash
20281,C434692,Male,32.0,Cash
20282,C375320,Female,28.0,Cash
20283,C309345,Female,60.0,Cash
20284,C121987,Female,62.0,Debit Card
20285,C686833,Female,21.0,Debit Card
20286,C240817,Male,21.0,Credit Card
20287,C245044,Male,21.0,Credit Card
20288,C146472,Female,49.0,Debit Card
20289,C293850,Female,45.0,Debit Card
20290,C300401,Male,27.0,Debit Card
20291,C137253,Male,29.0,Cash
20292,C632742,Female,49.0,Credit Card
20293,C193919,Male,49.0,Credit Card
20294,C258752,Male,22.0,Cash
20295,C736758,Male,34.0,Debit Card
20296,C135073,Male,47.0,Cash
20297,C260529,Male,56.0,Cash
20298,C218632,Male,24.0,Cash
20299,C369102,Female,22.0,Cash
20300,C300593,Female,54.0,Cash
20301,C289367,Female,46.0,Credit Card
20302,C122708,Female,54.0,Debit Card
20303,C173004,Male,55.0,Cash
20304,C339459,Female,28.0,Cash
20305,C308100,Female,62.0,Cash
20306,C431191,Female,21.0,Debit Card
20307,C216902,Male,20.0,Cash
20308,C265098,Female,47.0,Cash
20309,C132435,Male,69.0,Credit Card
20310,C261792,Female,28.0,Credit Card
20311,C171780,Female,51.0,Debit Card
20312,C333816,Female,48.0,Credit Card
20313,C197777,Female,24.0,Credit Card
20314,C268604,Male,35.0,Cash
20315,C704988,Male,63.0,Cash
20316,C131928,Female,32.0,Cash
20317,C104686,Female,29.0,Credit Card
20318,C272065,Male,30.0,Cash
20319,C680078,Female,58.0,Debit Card
20320,C954143,Male,26.0,Cash
20321,C661737,Male,54.0,Cash
20322,C312387,Female,36.0,Cash
20323,C262757,Male,48.0,Cash
20324,C180245,Male,20.0,Credit Card
20325,C868487,Male,67.0,Cash
20326,C243249,Male,49.0,Cash
20327,C264795,Male,20.0,Credit Card
20328,C102410,Male,30.0,Credit Card
20329,C184694,Female,45.0,Cash
20330,C186296,Female,42.0,Debit Card
20331,C265910,Female,28.0,Credit Card
20332,C712084,Female,66.0,Cash
20333,C178862,Female,55.0,Cash
20334,C297979,Female,20.0,Credit Card
20335,C145779,Female,29.0,Cash
20336,C149920,Male,42.0,Cash
20337,C213946,Female,26.0,Cash
20338,C693630,Male,55.0,Credit Card
20339,C243291,Female,62.0,Credit Card
20340,C234439,Female,31.0,Credit Card
20341,C185862,Female,30.0,Cash
20342,C573814,Female,38.0,Cash
20343,C761564,Female,38.0,Credit Card
20344,C285898,Male,42.0,Cash
20345,C598755,Female,68.0,Credit Card
20346,C107770,Female,41.0,Cash
20347,C230790,Female,31.0,Credit Card
20348,C267976,Female,55.0,Debit Card
20349,C209034,Female,66.0,Credit Card
20350,C331086,Female,66.0,Credit Card
20351,C552224,Male,60.0,Credit Card
20352,C210931,Female,66.0,Credit Card
20353,C204986,Female,41.0,Cash
20354,C150988,Female,38.0,Debit Card
20355,C836503,Female,59.0,Debit Card
20356,C160520,Female,35.0,Cash
20357,C324870,Female,69.0,Credit Card
20358,C633029,Female,46.0,Credit Card
20359,C151620,Female,39.0,Credit Card
20360,C707164,Female,23.0,Cash
20361,C286262,Female,58.0,Credit Card
20362,C293245,Male,59.0,Cash
20363,C136454,Female,20.0,Debit Card
20364,C125547,Female,45.0,Credit Card
20365,C113677,Female,33.0,Credit Card
20366,C928408,Female,26.0,Cash
20367,C134452,Male,48.0,Credit Card
20368,C397443,Female,51.0,Cash
20369,C198703,Female,58.0,Debit Card
20370,C896310,Female,46.0,Cash
20371,C136762,Male,67.0,Cash
20372,C178446,Female,30.0,Debit Card
20373,C190548,Male,65.0,Cash
20374,C442372,Male,19.0,Cash
20375,C448654,Male,23.0,Cash
20376,C725281,Male,19.0,Credit Card
20377,C215786,Female,18.0,Debit Card
20378,C241568,Female,43.0,Cash
20379,C863671,Male,69.0,Credit Card
20380,C235596,Female,66.0,Credit Card
20381,C239418,Female,29.0,Credit Card
20382,C313892,Female,63.0,Credit Card
20383,C225400,Female,18.0,Cash
20384,C140606,Male,22.0,Cash
20385,C866929,Male,45.0,Credit Card
20386,C116342,Female,55.0,Cash
20387,C785924,Female,65.0,Credit Card
20388,C495325,Male,18.0,Cash
20389,C190884,Female,57.0,Cash
20390,C183636,Female,55.0,Cash
20391,C277627,Female,19.0,Credit Card
20392,C288270,Female,67.0,Cash
20393,C320037,Female,44.0,Cash
20394,C161386,Male,20.0,Cash
20395,C833113,Female,28.0,Cash
20396,C312131,Male,18.0,Credit Card
20397,C204557,Male,67.0,Cash
20398,C299362,Female,61.0,Cash
20399,C450089,Female,45.0,Cash
20400,C329299,Female,29.0,Credit Card
20401,C186119,Male,37.0,Debit Card
20402,C831292,Male,43.0,Credit Card
20403,C512938,Male,33.0,Debit Card
20404,C315571,Female,63.0,Debit Card
20405,C206293,Male,33.0,Credit Card
20406,C103042,Male,32.0,Debit Card
20407,C103297,Female,58.0,Cash
20408,C251231,Male,23.0,Debit Card
20409,C107640,Male,61.0,Credit Card
20410,C187249,Female,52.0,Cash
20411,C279105,Female,65.0,Cash
20412,C292918,Female,51.0,Cash
20413,C439153,Female,41.0,Cash
20414,C500518,Male,35.0,Cash
20415,C283767,Male,51.0,Cash
20416,C395072,Male,35.0,Cash
20417,C131844,Female,57.0,Cash
20418,C651233,Male,18.0,Credit Card
20419,C207602,Female,68.0,Credit Card
20420,C197343,Female,36.0,Debit Card
20421,C153360,Female,42.0,Cash
20422,C335559,Male,68.0,Debit Card
20423,C749633,Male,33.0,Credit Card
20424,C226480,Female,66.0,Cash
20425,C284244,Female,58.0,Credit Card
20426,C590818,Male,36.0,Credit Card
20427,C246884,Female,57.0,Cash
20428,C135652,Male,68.0,Cash
20429,C317239,Female,51.0,Debit Card
20430,C148479,Male,36.0,Credit Card
20431,C255344,Male,24.0,Cash
20432,C121748,Male,42.0,Cash
20433,C212345,Male,69.0,Cash
20434,C167281,Male,37.0,Cash
20435,C240432,Female,53.0,Credit Card
20436,C174675,Male,27.0,Cash
20437,C217352,Female,69.0,Credit Card
20438,C390994,Male,20.0,Credit Card
20439,C262078,Female,29.0,Cash
20440,C280661,Male,60.0,Credit Card
20441,C196419,Male,56.0,Debit Card
20442,C256904,Male,39.0,Credit Card
20443,C869196,Female,37.0,Cash
20444,C260619,Female,34.0,Credit Card
20445,C193673,Male,26.0,Cash
20446,C149704,Male,34.0,Debit Card
20447,C114130,Female,24.0,Cash
20448,C715038,Male,32.0,Cash
20449,C265949,Male,48.0,Credit Card
20450,C225630,Female,39.0,Cash
20451,C726598,Female,51.0,Credit Card
20452,C222267,Female,59.0,Credit Card
20453,C138941,Male,39.0,Cash
20454,C303985,Female,50.0,Cash
20455,C201507,Female,55.0,Cash
20456,C806958,Female,55.0,Cash
20457,C105522,Female,67.0,Debit Card
20458,C325754,Female,24.0,Credit Card
20459,C144618,Female,68.0,Debit Card
20460,C119274,Female,38.0,Credit Card
20461,C720393,Male,19.0,Cash
20462,C219349,Female,67.0,Cash
20463,C869222,Male,39.0,Credit Card
20464,C103734,Male,62.0,Cash
20465,C283377,Female,19.0,Cash
20466,C213069,Male,38.0,Cash
20467,C138254,Female,19.0,Debit Card
20468,C701264,Female,28.0,Cash
20469,C186264,Male,40.0,Debit Card
20470,C310534,Male,18.0,Credit Card
20471,C187050,Male,41.0,Debit Card
20472,C284548,Female,44.0,Credit Card
20473,C217121,Female,54.0,Credit Card
20474,C336127,Male,47.0,Debit Card
20475,C266761,Female,45.0,Cash
20476,C188675,Male,33.0,Debit Card
20477,C167109,Female,43.0,Cash
20478,C321384,Female,24.0,Credit Card
20479,C540429,Female,43.0,Cash
20480,C158017,Female,57.0,Credit Card
20481,C305488,Female,49.0,Credit Card
20482,C901652,Male,32.0,Debit Card
20483,C289878,Female,41.0,Credit Card
20484,C178940,Female,62.0,Credit Card
20485,C125503,Male,22.0,Credit Card
20486,C228874,Male,40.0,Cash
20487,C890001,Female,51.0,Cash
20488,C156328,Male,38.0,Debit Card
20489,C475496,Female,62.0,Credit Card
20490,C238527,Male,65.0,Cash
20491,C101803,Male,33.0,Cash
20492,C285432,Female,63.0,Debit Card
20493,C212814,Male,62.0,Cash
20494,C218255,Male,61.0,Cash
20495,C192195,Female,50.0,Cash
20496,C324611,Female,26.0,Credit Card
20497,C463167,Male,36.0,Cash
20498,C202826,Male,42.0,Cash
20499,C272121,Female,62.0,Cash
20500,C128750,Female,37.0,Cash
20501,C781210,Male,51.0,Cash
20502,C479468,Female,57.0,Cash
20503,C261870,Female,64.0,Debit Card
20504,C144614,Male,25.0,Cash
20505,C102597,Male,25.0,Credit Card
20506,C202627,Female,45.0,Cash
20507,C204129,Female,42.0,Cash
20508,C113641,Female,69.0,Credit Card
20509,C127677,Female,63.0,Cash
20510,C253315,Female,67.0,Credit Card
20511,C465449,Male,22.0,Cash
20512,C380736,Male,35.0,Cash
20513,C167505,Male,61.0,Cash
20514,C224497,Male,19.0,Cash
20515,C265936,Female,58.0,Debit Card
20516,C296094,Female,44.0,Cash
20517,C149443,Female,43.0,Credit Card
20518,C266734,Female,68.0,Cash
20519,C499946,Female,49.0,Cash
20520,C294666,Male,38.0,Credit Card
20521,C562010,Male,34.0,Credit Card
20522,C284623,Male,33.0,Debit Card
20523,C251329,Male,20.0,Cash
20524,C239878,Male,54.0,Credit Card
20525,C250878,Female,55.0,Credit Card
20526,C133664,Male,60.0,Cash
20527,C145428,Male,31.0,Credit Card
20528,C650026,Female,48.0,Debit Card
20529,C133803,Female,24.0,Cash
20530,C991190,Female,28.0,Credit Card
20531,C131723,Male,18.0,Debit Card
20532,C210093,Female,37.0,Cash
20533,C262849,Female,24.0,Credit Card
20534,C331737,Male,34.0,Credit Card
20535,C147272,Female,51.0,Cash
20536,C978402,Female,27.0,Cash
20537,C207898,Female,67.0,Credit Card
20538,C250015,Female,46.0,Cash
20539,C307289,Female,32.0,Debit Card
20540,C109478,Male,19.0,Credit Card
20541,C316480,Female,22.0,Cash
20542,C171927,Female,23.0,Credit Card
20543,C266108,Female,44.0,Debit Card
20544,C114131,Female,58.0,Cash
20545,C133488,Male,35.0,Cash
20546,C128036,Female,50.0,Credit Card
20547,C264799,Male,31.0,Credit Card
20548,C228699,Female,40.0,Credit Card
20549,C224453,Male,43.0,Debit Card
20550,C147047,Male,69.0,Credit Card
20551,C322815,Female,37.0,Debit Card
20552,C140253,Male,20.0,Debit Card
20553,C125943,Male,38.0,Cash
20554,C157766,Female,48.0,Credit Card
20555,C227649,Female,59.0,Credit Card
20556,C135670,Female,40.0,Cash
20557,C133992,Female,64.0,Credit Card
20558,C283281,Female,37.0,Credit Card
20559,C120370,Male,47.0,Cash
20560,C111877,Female,61.0,Credit Card
20561,C513333,Male,19.0,Credit Card
20562,C960815,Female,22.0,Cash
20563,C694619,Female,39.0,Cash
20564,C114848,Female,31.0,Cash
20565,C277908,Male,46.0,Credit Card
20566,C245078,Female,52.0,Debit Card
20567,C130381,Male,50.0,Cash
20568,C137775,Female,34.0,Credit Card
20569,C913313,Female,24.0,Cash
20570,C218996,Male,27.0,Cash
20571,C217467,Female,25.0,Credit Card
20572,C167439,Female,62.0,Debit Card
20573,C168920,Female,45.0,Cash
20574,C120864,Male,30.0,Cash
20575,C410955,Female,34.0,Cash
20576,C267422,Female,44.0,Cash
20577,C327802,Female,18.0,Debit Card
20578,C284017,Female,63.0,Cash
20579,C327189,Male,46.0,Cash
20580,C153651,Female,34.0,Cash
20581,C134485,Male,42.0,Cash
20582,C325634,Male,58.0,Cash
20583,C182881,Male,59.0,Cash
20584,C623371,Female,56.0,Cash
20585,C387635,Male,67.0,Credit Card
20586,C366102,Male,68.0,Debit Card
20587,C132278,Female,37.0,Cash
20588,C169706,Male,59.0,Credit Card
20589,C570592,Female,40.0,Debit Card
20590,C236008,Female,39.0,Credit Card
20591,C284531,Female,52.0,Credit Card
20592,C129177,Female,24.0,Credit Card
20593,C118941,Female,57.0,Credit Card
20594,C172378,Male,40.0,Cash
20595,C291359,Female,28.0,Credit Card
20596,C208236,Female,59.0,Credit Card
20597,C302896,Female,56.0,Cash
20598,C288129,Female,55.0,Debit Card
20599,C214906,Female,19.0,Credit Card
20600,C115451,Female,24.0,Debit Card
20601,C204108,Male,56.0,Credit Card
20602,C136185,Female,19.0,Credit Card
20603,C123244,Female,52.0,Cash
20604,C214949,Male,21.0,Cash
20605,C304247,Female,36.0,Cash
20606,C642796,Male,33.0,Cash
20607,C341044,Female,32.0,Credit Card
20608,C137264,Female,21.0,Cash
20609,C112878,Male,33.0,Cash
20610,C255124,Male,66.0,Credit Card
20611,C203114,Male,39.0,Credit Card
20612,C979437,Female,23.0,Credit Card
20613,C144869,Female,29.0,Cash
20614,C642348,Female,58.0,Cash
20615,C227099,Male,66.0,Cash
20616,C266492,Female,69.0,Credit Card
20617,C258495,Male,33.0,Debit Card
20618,C144879,Male,64.0,Credit Card
20619,C295433,Female,61.0,Cash
20620,C221749,Male,21.0,Credit Card
20621,C101405,Female,20.0,Credit Card
20622,C170609,Male,69.0,Credit Card
20623,C286104,Male,22.0,Cash
20624,C327970,Female,49.0,Credit Card
20625,C170604,Male,66.0,Credit Card
20626,C303809,Female,41.0,Credit Card
20627,C129325,Female,55.0,Credit Card
20628,C364195,Male,58.0,Cash
20629,C253456,Female,35.0,Cash
20630,C195731,Male,46.0,Cash
20631,C298340,Female,35.0,Cash
20632,C268997,Male,38.0,Cash
20633,C175092,Male,49.0,Cash
20634,C623759,Female,69.0,Cash
20635,C171268,Female,58.0,Cash
20636,C271483,Male,55.0,Credit Card
20637,C172012,Female,68.0,Credit Card
20638,C165362,Female,36.0,Cash
20639,C180213,Male,36.0,Credit Card
20640,C335354,Female,23.0,Debit Card
20641,C918934,Female,30.0,Credit Card
20642,C384816,Male,25.0,Cash
20643,C105545,Female,30.0,Credit Card
20644,C273767,Male,27.0,Cash
20645,C196330,Female,22.0,Cash
20646,C158502,Female,63.0,Credit Card
20647,C256881,Female,35.0,Credit Card
20648,C266198,Female,69.0,Cash
20649,C606501,Male,52.0,Credit Card
20650,C397682,Female,36.0,Cash
20651,C306577,Male,47.0,Credit Card
20652,C292998,Female,48.0,Credit Card
20653,C294826,Female,35.0,Credit Card
20654,C120353,Female,64.0,Credit Card
20655,C761010,Female,66.0,Cash
20656,C940169,Female,42.0,Debit Card
20657,C526188,Female,25.0,Debit Card
20658,C238122,Female,38.0,Debit Card
20659,C107121,Female,57.0,Credit Card
20660,C298458,Female,55.0,Debit Card
20661,C911297,Male,37.0,Cash
20662,C193759,Female,61.0,Credit Card
20663,C821259,Male,44.0,Cash
20664,C384353,Male,35.0,Credit Card
20665,C157238,Female,32.0,Cash
20666,C197723,Female,63.0,Cash
20667,C163267,Female,42.0,Cash
20668,C207469,Male,69.0,Credit Card
20669,C976316,Male,22.0,Cash
20670,C135632,Female,18.0,Cash
20671,C112044,Female,46.0,Cash
20672,C177267,Female,38.0,Credit Card
20673,C430318,Female,39.0,Debit Card
20674,C929267,Female,33.0,Debit Card
20675,C413113,Male,36.0,Cash
20676,C127815,Female,49.0,Credit Card
20677,C186816,Male,60.0,Debit Card
20678,C369057,Female,28.0,Credit Card
20679,C144604,Female,31.0,Credit Card
20680,C938781,Female,20.0,Debit Card
20681,C140696,Female,46.0,Debit Card
20682,C294290,Female,34.0,Cash
20683,C208555,Male,31.0,Debit Card
20684,C167211,Female,47.0,Debit Card
20685,C315774,Female,52.0,Debit Card
20686,C141886,Male,22.0,Debit Card
20687,C302146,Female,57.0,Credit Card
20688,C978056,Female,68.0,Cash
20689,C279689,Female,47.0,Debit Card
20690,C259944,Male,40.0,Credit Card
20691,C276991,Female,67.0,Debit Card
20692,C260392,Male,68.0,Debit Card
20693,C958085,Female,58.0,Cash
20694,C124965,Female,34.0,Debit Card
20695,C221235,Female,61.0,Cash
20696,C243882,Male,48.0,Cash
20697,C331877,Female,26.0,Credit Card
20698,C688295,Male,23.0,Credit Card
20699,C268855,Female,65.0,Debit Card
20700,C243013,Female,68.0,Debit Card
20701,C269930,Female,56.0,Cash
20702,C266966,Female,38.0,Credit Card
20703,C109487,Male,28.0,Cash
20704,C175071,Female,35.0,Credit Card
20705,C182183,Male,36.0,Cash
20706,C694972,Male,56.0,Cash
20707,C339068,Female,69.0,Debit Card
20708,C204261,Male,42.0,Cash
20709,C305987,Female,38.0,Cash
20710,C132845,Male,35.0,Credit Card
20711,C230642,Female,37.0,Credit Card
20712,C334436,Female,50.0,Debit Card
20713,C983469,Female,63.0,Cash
20714,C181548,Female,68.0,Credit Card
20715,C331318,Female,26.0,Debit Card
20716,C125666,Male,61.0,Debit Card
20717,C898866,Female,32.0,Credit Card
20718,C268759,Female,36.0,Credit Card
20719,C512569,Male,49.0,Cash
20720,C165056,Female,47.0,Credit Card
20721,C148826,Female,25.0,Debit Card
20722,C373307,Male,34.0,Cash
20723,C160650,Male,48.0,Cash
20724,C110783,Female,42.0,Cash
20725,C340117,Female,68.0,Debit Card
20726,C222448,Female,26.0,Credit Card
20727,C316868,Female,34.0,Cash
20728,C123311,Female,44.0,Cash
20729,C337707,Male,25.0,Cash
20730,C494212,Female,46.0,Credit Card
20731,C305087,Male,67.0,Cash
20732,C307343,Male,55.0,Credit Card
20733,C149609,Female,63.0,Cash
20734,C340113,Male,57.0,Cash
20735,C147181,Male,33.0,Credit Card
20736,C966643,Female,46.0,Credit Card
20737,C309412,Female,45.0,Cash
20738,C185982,Female,57.0,Cash
20739,C153853,Female,69.0,Credit Card
20740,C616633,Male,20.0,Cash
20741,C156648,Female,64.0,Cash
20742,C310588,Female,39.0,Cash
20743,C284600,Female,54.0,Cash
20744,C572505,Male,28.0,Cash
20745,C112586,Female,49.0,Credit Card
20746,C336287,Female,66.0,Cash
20747,C283917,Male,20.0,Credit Card
20748,C134052,Male,69.0,Cash
20749,C119563,Female,59.0,Cash
20750,C151500,Female,31.0,Debit Card
20751,C296310,Male,27.0,Cash
20752,C119864,Female,66.0,Credit Card
20753,C233133,Male,56.0,Cash
20754,C291756,Female,41.0,Debit Card
20755,C116593,Male,56.0,Credit Card
20756,C186993,Female,54.0,Debit Card
20757,C340004,Female,32.0,Cash
20758,C322498,Female,33.0,Credit Card
20759,C579629,Male,47.0,Cash
20760,C213578,Female,26.0,Cash
20761,C231667,Female,35.0,Debit Card
20762,C239339,Female,25.0,Debit Card
20763,C296845,Male,31.0,Cash
20764,C586115,Female,24.0,Debit Card
20765,C161237,Female,29.0,Cash
20766,C543394,Female,32.0,Cash
20767,C105845,Female,20.0,Credit Card
20768,C305361,Female,41.0,Cash
20769,C276844,Male,19.0,Credit Card
20770,C194938,Male,27.0,Debit Card
20771,C182255,Female,51.0,Cash
20772,C283877,Female,67.0,Credit Card
20773,C228925,Male,22.0,Credit Card
20774,C618932,Male,47.0,Debit Card
20775,C298870,Male,64.0,Cash
20776,C110186,Female,34.0,Debit Card
20777,C642750,Male,35.0,Credit Card
20778,C332708,Female,65.0,Debit Card
20779,C407849,Female,30.0,Cash
20780,C224198,Male,41.0,Cash
20781,C198354,Female,34.0,Credit Card
20782,C916683,Female,31.0,Cash
20783,C160795,Male,40.0,Credit Card
20784,C840024,Male,46.0,Cash
20785,C132825,Male,61.0,Cash
20786,C300393,Male,68.0,Cash
20787,C262241,Female,30.0,Credit Card
20788,C528620,Male,29.0,Credit Card
20789,C156906,Male,56.0,Credit Card
20790,C311309,Male,55.0,Cash
20791,C139447,Female,40.0,Cash
20792,C221415,Male,60.0,Credit Card
20793,C243608,Male,19.0,Credit Card
20794,C181537,Female,28.0,Cash
20795,C444045,Female,60.0,Debit Card
20796,C513430,Female,66.0,Debit Card
20797,C250672,Female,53.0,Cash
20798,C187492,Female,23.0,Cash
20799,C842344,Male,65.0,Cash
20800,C268384,Male,59.0,Credit Card
20801,C208074,Female,29.0,Credit Card
20802,C116335,Female,28.0,Credit Card
20803,C917826,Male,65.0,Cash
20804,C297312,Female,43.0,Credit Card
20805,C811915,Female,39.0,Credit Card
20806,C410069,Male,24.0,Cash
20807,C564891,Male,23.0,Cash
20808,C662857,Male,58.0,Cash
20809,C765514,Female,67.0,Debit Card
20810,C201223,Female,36.0,Cash
20811,C187919,Male,55.0,Cash
20812,C280302,Female,66.0,Cash
20813,C340261,Female,50.0,Credit Card
20814,C299325,Female,37.0,Credit Card
20815,C279593,Male,27.0,Debit Card
20816,C285174,Male,51.0,Debit Card
20817,C800694,Male,63.0,Cash
20818,C337632,Female,65.0,Cash
20819,C214005,Female,60.0,Credit Card
20820,C176806,Female,33.0,Credit Card
20821,C109597,Male,68.0,Credit Card
20822,C263155,Male,56.0,Debit Card
20823,C275019,Female,30.0,Cash
20824,C190539,Male,41.0,Cash
20825,C413566,Female,65.0,Cash
20826,C264350,Female,53.0,Credit Card
20827,C100181,Female,33.0,Credit Card
20828,C322333,Female,28.0,Credit Card
20829,C165028,Female,40.0,Credit Card
20830,C206890,Female,38.0,Cash
20831,C500288,Male,48.0,Cash
20832,C695133,Female,49.0,Debit Card
20833,C342763,Male,65.0,Credit Card
20834,C246039,Female,40.0,Cash
20835,C264262,Female,34.0,Cash
20836,C330565,Male,58.0,Cash
20837,C704474,Female,42.0,Credit Card
20838,C173491,Male,69.0,Cash
20839,C234390,Female,55.0,Cash
20840,C182124,Male,52.0,Credit Card
20841,C308454,Male,30.0,Cash
20842,C151355,Male,19.0,Credit Card
20843,C335460,Female,62.0,Cash
20844,C263392,Female,44.0,Debit Card
20845,C114861,Female,69.0,Cash
20846,C147858,Male,67.0,Cash
20847,C459331,Male,34.0,Debit Card
20848,C546981,Female,36.0,Credit Card
20849,C194015,Female,49.0,Debit Card
20850,C322087,Female,29.0,Cash
20851,C177241,Female,26.0,Credit Card
20852,C264463,Female,30.0,Cash
20853,C114278,Female,58.0,Cash
20854,C728905,Female,22.0,Cash
20855,C737007,Female,54.0,Credit Card
20856,C209362,Male,47.0,Credit Card
20857,C677122,Female,34.0,Cash
20858,C170493,Female,20.0,Cash
20859,C272239,Female,57.0,Cash
20860,C217025,Female,48.0,Debit Card
20861,C218803,Female,56.0,Debit Card
20862,C314377,Male,21.0,Cash
20863,C389917,Female,66.0,Cash
20864,C220088,Female,55.0,Credit Card
20865,C212976,Female,64.0,Cash
20866,C106405,Male,55.0,Credit Card
20867,C141333,Female,20.0,Credit Card
20868,C222956,Male,64.0,Cash
20869,C459373,Female,28.0,Cash
20870,C164088,Female,34.0,Cash
20871,C122303,Male,67.0,Cash
20872,C242577,Female,53.0,Cash
20873,C178177,Female,37.0,Cash
20874,C224537,Female,62.0,Credit Card
20875,C815546,Female,39.0,Credit Card
20876,C252774,Female,46.0,Cash
20877,C285905,Female,45.0,Credit Card
20878,C306370,Female,41.0,Credit Card
20879,C175797,Female,37.0,Cash
20880,C421033,Female,20.0,Cash
20881,C222960,Female,53.0,Cash
20882,C232329,Female,51.0,Cash
20883,C280337,Female,29.0,Credit Card
20884,C963920,Male,18.0,Credit Card
20885,C133468,Male,35.0,Debit Card
20886,C279189,Male,59.0,Debit Card
20887,C127109,Female,54.0,Debit Card
20888,C280909,Female,25.0,Credit Card
20889,C281593,Male,43.0,Cash
20890,C328569,Female,27.0,Debit Card
20891,C193464,Female,41.0,Credit Card
20892,C375634,Male,21.0,Cash
20893,C897166,Female,53.0,Cash
20894,C302347,Male,49.0,Debit Card
20895,C265866,Male,18.0,Cash
20896,C108108,Female,59.0,Debit Card
20897,C127982,Male,63.0,Credit Card
20898,C297980,Female,47.0,Credit Card
20899,C292055,Female,27.0,Credit Card
20900,C325121,Female,62.0,Cash
20901,C503103,Female,48.0,Cash
20902,C243725,Female,31.0,Cash
20903,C808486,Female,56.0,Credit Card
20904,C243954,Male,47.0,Cash
20905,C236229,Female,35.0,Cash
20906,C144452,Male,25.0,Cash
20907,C324013,Male,58.0,Cash
20908,C250236,Male,44.0,Debit Card
20909,C692625,Female,28.0,Cash
20910,C104665,Male,43.0,Credit Card
20911,C291869,Male,41.0,Cash
20912,C244413,Female,57.0,Credit Card
20913,C824857,Female,48.0,Credit Card
20914,C993168,Female,31.0,Debit Card
20915,C262727,Male,44.0,Credit Card
20916,C229297,Female,54.0,Cash
20917,C286067,Female,28.0,Credit Card
20918,C180401,Male,50.0,Cash
20919,C152458,Male,63.0,Credit Card
20920,C194053,Female,53.0,Credit Card
20921,C274224,Female,26.0,Credit Card
20922,C103582,Female,38.0,Cash
20923,C325329,Male,53.0,Debit Card
20924,C205160,Male,21.0,Cash
20925,C311731,Female,26.0,Cash
20926,C651000,Female,25.0,Credit Card
20927,C221424,Female,51.0,Credit Card
20928,C249805,Female,61.0,Credit Card
20929,C106962,Female,44.0,Cash
20930,C285992,Female,32.0,Debit Card
20931,C927244,Male,45.0,Credit Card
20932,C306629,Female,59.0,Credit Card
20933,C608645,Female,38.0,Credit Card
20934,C113200,Female,41.0,Credit Card
20935,C205397,Female,52.0,Cash
20936,C694711,Male,63.0,Cash
20937,C145824,Male,57.0,Credit Card
20938,C139481,Male,31.0,Cash
